PROBLEM NAME: 	fnl4461-TTP
KNAPSACK DATA TYPE: bounded strongly corr
DIMENSION:	1000
NUMBER OF ITEMS: 	999
CAPACITY OF KNAPSACK: 	90000
MIN SPEED: 	0.1
MAX SPEED: 	2
RENTING RATIO: 	0.3
EDGE_WEIGHT_TYPE:	CEIL_2D
NODE_COORD_SECTION	(INDEX, X, Y): 
637	546	246	638
638	499	399	639
639	998	798	640
640	1996	1596	641
641	998	798	642
642	512	412	643
643	1024	824	644
644	2048	1648	645
645	1536	1236	646
646	736	636	647
647	1472	1272	648
648	1083	983	649
649	2166	1966	650
650	2166	1966	651
651	460	360	652
652	220	120	653
653	440	240	654
654	660	360	655
655	970	870	656
656	1940	1740	657
657	3880	3480	658
658	970	870	659
659	908	808	660
660	908	808	661
661	104	4	662
662	104	4	663
663	491	391	664
664	982	782	665
665	1964	1564	666
666	491	391	667
667	910	810	668
668	1820	1620	669
669	2730	2430	670
670	919	819	671
671	1838	1638	672
672	1058	958	673
673	2116	1916	674
674	4232	3832	675
675	309	209	676
676	618	418	677
677	1236	836	678
678	817	717	679
679	459	359	680
680	918	718	681
681	995	895	682
682	1990	1790	683
683	3980	3580	684
684	519	419	685
685	1038	838	686
686	2076	1676	687
687	604	504	688
688	1208	1008	689
689	604	504	690
690	688	588	691
691	1376	1176	692
692	2752	2352	693
693	688	588	694
694	819	719	695
695	1638	1438	696
696	3276	2876	697
697	1638	1438	698
698	423	323	699
699	441	341	700
700	882	682	701
701	1764	1364	702
702	1065	965	703
703	959	859	704
704	1918	1718	705
705	3836	3436	706
706	1918	1718	707
707	556	456	708
708	860	760	709
709	860	760	710
710	235	135	711
711	470	270	712
712	490	390	713
713	980	780	714
714	1960	1560	715
715	1470	1170	716
716	880	780	717
717	1760	1560	718
718	3520	3120	719
719	1760	1560	720
720	596	496	721
721	1192	992	722
722	1788	1488	723
723	101	1	724
724	202	2	725
725	303	3	726
726	1006	906	727
727	271	171	728
728	542	342	729
729	813	513	730
730	537	437	731
731	1074	874	732
732	1074	874	733
733	264	164	734
734	528	328	735
735	264	164	736
736	242	142	737
737	484	284	738
738	968	568	739
739	242	142	740
740	976	876	741
741	365	265	742
742	730	530	743
743	1460	1060	744
744	730	530	745
745	862	762	746
746	862	762	747
747	419	319	748
748	838	638	749
749	1257	957	750
750	880	780	751
751	1760	1560	752
752	141	41	753
753	141	41	754
754	133	33	755
755	266	66	756
756	532	132	757
757	820	720	758
758	820	720	759
759	987	887	760
760	1974	1774	761
761	987	887	762
762	1007	907	763
763	2014	1814	764
764	3021	2721	765
765	651	551	766
766	1302	1102	767
767	651	551	768
768	832	732	769
769	1664	1464	770
770	3328	2928	771
771	2496	2196	772
772	1069	969	773
773	2138	1938	774
774	4276	3876	775
775	2138	1938	776
776	779	679	777
777	1558	1358	778
778	1558	1358	779
779	328	228	780
780	328	228	781
781	268	168	782
782	268	168	783
783	754	654	784
784	1508	1308	785
785	3016	2616	786
786	2262	1962	787
787	148	48	788
788	296	96	789
789	592	192	790
790	444	144	791
791	649	549	792
792	360	260	793
793	212	112	794
794	424	224	795
795	636	336	796
796	550	450	797
797	1025	925	798
798	2050	1850	799
799	3075	2775	800
800	340	240	801
801	475	375	802
802	950	750	803
803	1900	1500	804
804	1425	1125	805
805	975	875	806
806	1950	1750	807
807	1950	1750	808
808	399	299	809
809	798	598	810
810	1596	1196	811
811	1069	969	812
812	2138	1938	813
813	4276	3876	814
814	3207	2907	815
815	315	215	816
816	630	430	817
817	945	645	818
818	535	435	819
819	748	648	820
820	1496	1296	821
821	615	515	822
822	1230	1030	823
823	1230	1030	824
824	451	351	825
825	451	351	826
826	682	582	827
827	682	582	828
828	132	32	829
829	1001	901	830
830	1001	901	831
831	1002	902	832
832	2004	1804	833
833	4008	3608	834
834	1002	902	835
835	594	494	836
836	594	494	837
837	866	766	838
838	1732	1532	839
839	3464	3064	840
840	2598	2298	841
841	702	602	842
842	1404	1204	843
843	2808	2408	844
844	594	494	845
845	1188	988	846
846	2376	1976	847
847	1188	988	848
848	247	147	849
849	518	418	850
850	728	628	851
851	1456	1256	852
852	2912	2512	853
853	319	219	854
854	638	438	855
855	1276	876	856
856	937	837	857
857	937	837	858
858	440	340	859
859	880	680	860
860	1320	1020	861
861	541	441	862
862	1082	882	863
863	415	315	864
864	830	630	865
865	1660	1260	866
866	209	109	867
867	443	343	868
868	886	686	869
869	1772	1372	870
870	443	343	871
871	716	616	872
872	1432	1232	873
873	1432	1232	874
874	632	532	875
875	1264	1064	876
876	2528	2128	877
877	1264	1064	878
878	622	522	879
879	1244	1044	880
880	2488	2088	881
881	622	522	882
882	997	897	883
883	1994	1794	884
884	997	897	885
885	614	514	886
886	1228	1028	887
887	2456	2056	888
888	1228	1028	889
889	1086	986	890
890	2172	1972	891
891	988	888	892
892	988	888	893
893	859	759	894
894	1718	1518	895
895	2577	2277	896
896	423	323	897
897	276	176	898
898	276	176	899
899	1019	919	900
900	2038	1838	901
901	167	67	902
902	334	134	903
903	668	268	904
904	167	67	905
905	603	503	906
906	1206	1006	907
907	2412	2012	908
908	1809	1509	909
909	656	556	910
910	1312	1112	911
911	2624	2224	912
912	1968	1668	913
913	816	716	914
914	1632	1432	915
915	1632	1432	916
916	419	319	917
917	838	638	918
918	571	471	919
919	1142	942	920
920	2284	1884	921
921	1713	1413	922
922	617	517	923
923	1234	1034	924
924	2468	2068	925
925	1234	1034	926
926	205	105	927
927	410	210	928
928	820	420	929
929	410	210	930
930	253	153	931
931	506	306	932
932	1012	612	933
933	253	153	934
934	240	140	935
935	240	140	936
936	986	886	937
937	1972	1772	938
938	1972	1772	939
939	792	692	940
940	1584	1384	941
941	792	692	942
942	419	319	943
943	838	638	944
944	1676	1276	945
945	1257	957	946
946	660	560	947
947	742	642	948
948	796	696	949
949	1592	1392	950
950	796	696	951
951	358	258	952
952	716	516	953
953	1432	1032	954
954	358	258	955
955	350	250	956
956	700	500	957
957	1400	1000	958
958	700	500	959
959	739	639	960
960	1478	1278	961
961	2956	2556	962
962	1478	1278	963
963	472	372	964
964	944	744	965
965	944	744	966
966	232	132	967
967	232	132	968
968	956	856	969
969	1912	1712	970
970	553	453	971
971	1106	906	972
972	2212	1812	973
973	553	453	974
974	603	503	975
975	1206	1006	976
976	2412	2012	977
977	1206	1006	978
978	639	539	979
979	1278	1078	980
980	1917	1617	981
981	919	819	982
982	1838	1638	983
983	919	819	984
984	226	126	985
985	452	252	986
986	530	430	987
987	1060	860	988
988	2120	1720	989
989	698	598	990
990	698	598	991
991	796	696	992
992	1592	1392	993
993	796	696	994
994	697	597	995
995	1394	1194	996
996	2788	2388	997
997	697	597	998
998	797	697	999
999	1594	1394	1000
